Sample,Source Text,Values
114,"To stay compliant with the updated business continuity plans, all Ohio locations must renegotiate their access privileges by 12:55. Please let us know if you face issues using Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.0.2 (KHTML, like Gecko) Chrome/32.0.885.0 Safari/531.0.2.","STATE: ohio; TIME: 12:55; USERAGENT: mozilla/5.0(windows;u;windowsnt5.0)applewebkit/531.0.2(khtml,likegecko)chrome/32.0.885.0safari/531.0.2"
115,Psychoeducation course completion letter sent to Eino.Weimann96@yahoo.com. Your course in Tactics will start on 5th November at 9:58 PM.,EMAIL: eino.weimann96@yahoo.com; JOBAREA: tactics; DATE: 5thnovember; TIME: 9:58pm
116,"Dear Ms. Monahan, Your feedback from our last Marriage Counseling session was invaluable. We are investing a lot in improving your experience!",PREFIX: ms.; LASTNAME: monahan
117,"We've seen a relatively high number of transactions from mastercard card number 9183517924624472. We'd love an insight from Central Applications Producer, Marlowe, on these cost implications.",CURRENCY: mastercard; CREDITCARDNUMBER: 9183517924624472; JOBTITLE: centralapplicationsproducer; FIRSTNAME: marlowe
118,"In regard to the upcoming litigation, full disclosure of Kendrick Hackett's Employee profile (username: Antonietta31, Job title: Product Functionality Consultant) and account activities involving Checking Account # 27754765 at Muller, Morar and Reilly is required.","FIRSTNAME: kendrick; LASTNAME: hackett; USERNAME: antonietta31; JOBTITLE: productfunctionalityconsultant; ACCOUNTNAME: checkingaccount; ACCOUNTNUMBER: 27754765; COMPANYNAME: muller,morarandreilly"
119,"Mr., a seasoned professional in the Security niche, sought therapy for workplace stress. The male struggle particularly stood out in the discussions.",PREFIX: mr.; JOBAREA: security; SEX: male
120,"Corporate Program Associate at Hilll - Ullrich, Vincenza, reached out via email Lorna15@hotmail.com regarding new employment regulations. Requested to create guidelines for their Paradigm team.",JOBTITLE: corporateprogramassociate; COMPANYNAME: hilll-ullrich; FIRSTNAME: vincenza; EMAIL: lorna15@hotmail.com; JOBAREA: paradigm
121,"Dear Vladimir, we're scheduling an appointment to discuss effective behavioral therapy strategies. Please call us at 329-740-7284 x724 to set an appointment time.",FIRSTNAME: vladimir; PHONENUMBER: 329-740-7284x724
122,"We're glad to inform that your Group training is scheduled for January 21, 1996. You can join through the link: https://aware-durian.net.","JOBAREA: group; DATE: january21,1996; URL: https://aware-durian.net"
123,"The sales projection for Applications in Utah for the next quarter seems promising, with an estimated increase of $3059208771444820.",JOBAREA: applications; STATE: utah; CURRENCYSYMBOL: $; CREDITCARDNUMBER: 3059208771444820
124,"Dear International Solutions Director, A patient 756.8934.8890 has lodged a complaint against the surgeon. We need immediate legal guidance to navigate this case.",JOBTITLE: internationalsolutionsdirector; PHONENUMBER: 75; SSN: 6.8934.8890
125,"Dear Ms. Ferry, We have received your tax return dated 3/78. However, for us to process your return completely, we need your Credit Card Account number 31608388. Kindly send the requested details by 1967-06-17T20:29:45.946Z. Regards, Gavin Breitenberg",PREFIX: ms.; LASTNAME: ferry | breitenberg; DATE: 3/78 | 1967-06-17t20:29:45.946z; ACCOUNTNAME: creditcardaccount; ACCOUNTNUMBER: 31608388; FIRSTNAME: gavin
126,"As of the changes in the Employment Law protocols, individuals working in Group are urged to avoid access through IP addresses 4.203.143.217 and 027d:edad:aace:88ae:ccdb:fbdc:0bd2:baef due to legal complications. This information was given through the https://difficult-closure.info/.",JOBAREA: group; IPV4: 4.203.143.217; IPV6: 027d:edad:aace:88ae:ccdb:fbdc:0bd2:baef; URL: https://difficult-closure.info/
127,"From North Carolina office, Christiana shared market insights collected by Mayert LLC's researchers. Review and share thoughts.",STATE: north | carolina; FIRSTNAME: christiana; COMPANYNAME: mayertllc
128,"Hello Officer, Cisgender female patient Sabryna needs therapy for lower back pain. Resides at Apt. 272. I'll send detailed case history to 68-971894-440522-9.",JOBTYPE: officer; GENDER: cisgenderfemale; FIRSTNAME: sabryna; SECONDARYADDRESS: apt.272; PHONEIMEI: 68-971894-440522-9
129,Financial report needs review. Detect suspicious activity on Pfefferland server at dac2:ae6d:d5fa:d74d:2020:a0fe:bcee:7c63. Please investigate.,CITY: pfefferland; IPV6: dac2:ae6d:d5fa:d74d:2020:a0fe:bcee:7c63
130,I am interested in family therapy classes and my preferred time is 09. Please share more details about timings.,TIME: 09
131,Adele Jerde sent email from Sienna17@yahoo.com for assistance on Civil Rights charging against Schinner - Dicki.,FIRSTNAME: adele; LASTNAME: jerde; EMAIL: sienna17@yahoo.com; COMPANYNAME: schinner-dicki
132,"Idell, notice that your client's 808d:ddb8:e4a4:eef5:61dc:f71d:0501:fbbd was used unethically. Advise him immediately.",FIRSTNAME: idell; IPV6: 808d:ddb8:e4a4:eef5:61dc:f71d:0501:fbbd
133,"8. Report: Possible harassment case involving online user: Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0 rv:6.0; MY) AppleWebKit/533.0.0 (KHTML, like Gecko) Version/7.0.9 Safari/533.0.0. Victim, 42 years old Cisgender male named Magdalena Rodriguez has reported continuous online harassment. Further info can be obtained from 9d2a:8c64:9d55:a50e:36ee:1bce:dcf5:a11f. Contact Grace via (468) 797-6184.","USERAGENT: mozilla/5.0(macintosh;ppcmacosx10_10_0rv:6.0;my)applewebkit/533.0.0(khtml,likegecko)version/7.0.9safari/533.0.0; AGE: 42years; GENDER: cisgendermale; FIRSTNAME: magdalena | grace; LASTNAME: rodriguez; IPV6: 9d2a:8c64:9d55:a50e:36ee:1bce:dcf5:a11f; PHONENUMBER: (468)797-6184"
134,There was another credit card involved in this acquisition with the number 0365892413581506 where the CVV was 562. The account is named Money Market Account on their account which is also connected to the Georgia.,CREDITCARDNUMBER: 0365892413581506; BUILDINGNUMBER: 562; ACCOUNTNAME: moneymarketaccount; STATE: georgia
135,"Our undisclosed client, named 9946875948243622 on file, hails from Indiana and fears for their personal data safety.",CREDITCARDNUMBER: 9946875948243622; STATE: indiana
136,"Hello Sabina.Flatley15, let's continue our session about your journey of identifying as M2F at 1:09pm today.",USERNAME: sabina.flatley15; GENDER: m2f; TIME: 1:09pm
137,"The developmental psychology study of Hermaphrodite aged 34 with hazel eyes found an interesting correlation. For more details, please contact us at a7b5:a4c5:caf0:9a8c:b1bd:7145:3e61:b709.",FIRSTNAME: hermaphrodite; AGE: 34; ACCOUNTNAME: hazel; IPV6: a7b5:a4c5:caf0:9a8c:b1bd:7145:3e61:b709
138,Our Implementation department highlighted some concerns with Hamilton County's shipping line. Kindly review on https://apt-male.info. Your account number is 54958275.,JOBAREA: implementation; COUNTY: hamiltoncounty; URL: https://apt-male.info; ACCOUNTNUMBER: 54958275
139,"Case of Naomi.Little from Powys, 20 years old old. Expressed anxiety about upcoming Associate position. Experiencing Imposter Syndrome. Recommended therapy and support.",USERNAME: naomi.little; COUNTY: powys; AGE: 20yearsold; JOBTYPE: associate
140,"The Executive should review the supply chain management protocols. This work should be done within the [-53.3696,161.3134] sector.","JOBTYPE: executive; NEARBYGPSCOORDINATE: [-53.3696,161.3134]"
141,"Hello Trans man, glad to have you onboard as the new District Web Associate. You will find all the important details about your job in your inbox. Check it using the browser specified in Mozilla/5.0 (Windows; U; Windows NT 5.3)AppleWebKit/536.0.1 (KHTML, like Gecko) Version/4.0.9 Safari/536.0.1. Don't forget to use the WIFI with MAC Address 36:16:cf:2c:92:8f","GENDER: transman; JOBTITLE: districtwebassociate; USERAGENT: mozilla/5.0(windows;u;windowsnt5.3)applewebkit/536.0.1(khtml,likegecko)version/4.0.9safari/536.0.1; IPV6: 36; MAC: :16:cf:2c:92:8f"
142,"Schuppe and Sons acquires Ebert, Cronin and Bauch. Transfer L455.19 to Account name Home Loan Account, Account number 71966782.","COMPANYNAME: schuppeandsons | ebert,croninandbauch; CURRENCYSYMBOL: l; AMOUNT: # | # | 455.19; ACCOUNTNAME: homeloanaccount; ACCOUNTNUMBER: 71966782"
143,Update the project account book at 11TdDdeLNgHvxKnWkitViT266ymuo1NUzmtXKPJU. Let Addison know once completed.,BITCOINADDRESS: 11tdddelnghvxknwkitvit266ymuo1nuzmtxkpju; FIRSTNAME: addison
144,"Ms., I will be conducting a home visit for our next session. Your address in our records is 7336, Jadyn Island in Victorville, Northamptonshire. Is that correct?",PREFIX: ms.; BUILDINGNUMBER: 7336; STREET: jadynisland; CITY: victorville; COUNTY: northamptonshire
145,"In reviewing property laws, 875 85 7521 came up pertaining to real estate transactions in Michigan. Specifically, referring to property at '7581 Flatley Freeway, Pittsburgh, 90815'. Contact Alysa through Dora51@gmail.com for clarification.",ACCOUNTNUMBER: 875; SSN: 857521; STATE: michigan | pittsburgh; BUILDINGNUMBER: 7581 | 90; STREET: flatleyfreeway; ZIPCODE: 815; EMAIL: alys | a | dora51@gmail.com; FIRSTNAME: 
146,"In Fadelbury, South Carolina there's an important seminar discussing Anti-trust Law targeted at Mobility. Please contact 267.661.6436 x390 to confirm.",CITY: fadelbury; STATE: south | carolina; JOBAREA: mobility; PHONENUMBER: 267.661.6436x390
147,"Hi Emmanuelle, regarding your diners_club card 5603966330983786, we have detected an irregular transaction from Witting, Watsica and Kunde. Please confirm if it's authorized.","FIRSTNAME: emmanuelle; EMAIL: diner; CURRENCY: s | club; VEHICLEVRM: _; CREDITCARDNUMBER: 5603966330983786; COMPANYNAME: witting,watsicaandkunde"
148,Clicks from 1.18.183.6 and feb9:fbdd:7cf6:9ab9:b28f:ac4c:ccac:bd3f to our ad campaign have increased. It'd be helpful to analyze and replicate those parameters on a larger scale.,IPV4: 1.18.183.6; IPV6: feb9:fbdd:7cf6:9ab9:b28f:ac4c:ccac:bd3f
149,"Good afternoon, we noticed high traffic from 150.213.174.65 and 02a1:b5f8:94aa:16c7:710a:9f89:5f9f:de3d on the automation dashboard. Could be a bot or a Opera/11.32 (Macintosh; Intel Mac OS X 10.5.3 U; EN Presto/2.9.186 Version/12.00)? Please verify.",IPV4: 150.213.174.65; IPV6: 02a1:b5f8:94aa:16c7:710a:9f89:5f9f:de3d; USERAGENT: opera/11.32(macintosh;intelmacosx10.5.3u;enpresto/2.9.186version/12.00)
150,Please forward Sawyer's 20th October and 178-50-5857 to validate their identity.,FIRSTNAME: sawyer; DATE: 20thoctober; PHONENUMBER: 178; SSN: -50-5857
151,Unauthorized login from 219.116.33.188 into Money Market Account number 37334661 on https://pesky-epee.net recorded. Notice from Cyber law authority on the way.,IPV4: 219.116.33.188; ACCOUNTNAME: moneymarketaccount; ACCOUNTNUMBER: 37334661; URL: https://pesky-epee.net
152,The connection from b5:3d:fd:7c:7d:00 was used for making the payment for the therapy. Please confirm the receipt of payment.,MAC: b5:3d:fd:7c:7d:00
153,"Hi, we've tracked the MAC address 6d:5f:74:b7:30:6a and believe it to be the source of the IP theft. Could you please confirm this?",IPV6: 6; MAC: d:5f:74:b7:30:6a
154,"Concluding on the ethical analysis we did on 1921-02-10T19:39:51.443Z, we require an in-person appointment. Kindly use 117.162.10.66 to join the virtual meeting if physically attending isn't possible.",DATE: 1921-02-10t19:39:51.443z; IPV4: 117.162.10.66
155,Did you digitally sign the document I've sent? Please review link https://incompatible-sibling.com.,URL: https://incompatible-sibling.com
156,"The vendor Kiehn LLC is located at 19397 Aaliyah Brook, Wizafield, Kansas, 20613. There's a meeting tomorrow at 11:09 PM.",COMPANYNAME: kiehnllc; BUILDINGNUMBER: 19397 | 206; STREET: aaliyahbrook; CITY: wizafield; STATE: kansas; ZIPCODE: 13; TIME: 11:09pm
157,We're launching a fund for underprivileged kids in Texas. First phase has Cuban Peso597.80 set aside. Appreciate your strategies at our official website https://empty-mood.org/. Contact us: 235.279.3067 x124.,STATE: texas; CURRENCY: cubanpeso; AMOUNT: # | # | 597.80; URL: https://empty-mood.org/; PHONENUMBER: 235.279.3067x124
158,"We need your date of birth 1/00 for estate planning, Dr. Jessie Brooklyn Abbott. This data is crucial in determining various factors enclosed within your will.",DATE: 1/00; PREFIX: dr.; FIRSTNAME: jessie | brooklyn; LASTNAME: abbott
159,"As part of our commitment to provide the best service, we monitor the number of sessions closely. As of 1917-12-22T23:43:54.825Z, you have used a total of 943.65 sessions. In case you need to pay for the upcoming sessions, use your card 7449434257086112.",DATE: 1917-12-22t23:43:54.825z; AMOUNT: 943.65; CREDITCARDNUMBER: 7449434257086112
160,"Dear Miss Bartell, your next CBT appointment is on 4/79 at 9:47am. Our clinic is located at 108 Schmidt Summit, Abilene. Please, confirm attendance. For further inquiries, email to Tre84@hotmail.com. Payments by card are applicable, the fee is $591.00.",PREFIX: miss; LASTNAME: bartell; DATE: 4/79; TIME: 9:47am; BUILDINGNUMBER: 108; STREET: schmidtsummit; CITY: abilene; EMAIL: tre84@hotmail.com; CURRENCYSYMBOL: $; AMOUNT: 591.00
161,"Hello Dr. Mayer, the mindfulness therapy session is set on 9/88 at 4976Mertz Harbor. Contact (228) 706-7474 for details.",PREFIX: dr.; LASTNAME: mayer; DATE: 9/88; BUILDINGNUMBER: 4976; STREET: mertzharbor; PHONENUMBER: (228)706-7474
162,"Attn: Legacy Web Representative, push for implementing more automation in our daily operations. All transactions can be made using the office 55446980. Keep the BPA framework in mind in your plans.",JOBTITLE: legacywebrepresentative; ACCOUNTNUMBER: 55446980
163,"Sir/Madam Kerluke, our recent data analysis suggests the potential for our brand expansion in the Northeast region. Your expert advice as our Lead Data Orchestrator is needed.",FIRSTNAME: madam; LASTNAME: kerluke; STATE: northeast; JOBTITLE: leaddataorchestrator
164,Health law certification process for Specialist role. How rigorous is the compliance procedure?,JOBTYPE: specialist
165,We have a case involving property theft where HT03NSO was identified. The network of the device caught is 35.252.213.120.,PASSWORD: h; VEHICLEVRM: t03nso; IPV4: 35.252.213.120
166,We noticed odd activity on Tania17's account Savings Account (20823421). Potential violation to securities law. More info at https://damp-malnutrition.net.,USERNAME: tania17; ACCOUNTNAME: savingsaccount; ACCOUNTNUMBER: 20823421; URL: https://damp-malnutrition.net
167,"Subject: Legalities involved in Corporate Mergers
Dear Tyrese,
In today's negotiation meeting held in Croninstad, Texas, your insights were valuable. We'll prepare a thorough plan on it. Also we used the designated secure network through an IP  97.34.88.71.",FIRSTNAME: tyrese; CITY: croninstad; STATE: texas; IPV4: 97.34.88.71
168,"So thrilled to have you on board as our new Internal Security Liaison. As part of the process, you'll be asked to provide your Social Security Number (185 79 1495). Remember, the official currency for all transactions is the Vatu.",JOBTITLE: internalsecurityliaison; SSN: 185791495; CURRENCYSYMBOL: va; CURRENCY: tu
169,"Lupe Pfeffer, to comply with recently updated business legislations, please confirm your Savings Account number 75648423 by 17/09/2019.",FIRSTNAME: lupe; LASTNAME: pfeffer; ACCOUNTNAME: savingsaccount; ACCOUNTNUMBER: 75648423; DATE: 17/09/2019
170,"As Neuropsychology students, we should join https://unsteady-rooster.org/ forum. It's my Delpha_Prohaska-Bosco65 there. Let's find out more about how 31 years impacts cognitive function.",URL: https://unsteady-rooster.org/; USERNAME: delpha_prohaska-bosco65; AGE: 31years
171,"11/04/1994: To our Homenick - Mante team, cleared the $410.01 transaction. Funds transferred to 64692686. Please address queries to Charley_Pollich24@gmail.com or (354) 206-6897.",DATE: 11/04/1994; COMPANYNAME: homenick-mante; CURRENCYSYMBOL: $; AMOUNT: 410.01; ACCOUNTNUMBER: 64692686; EMAIL: charley_pollich24@gmail.com; PHONENUMBER: (354)206-6897
